original_image_id,source_file,output_file,assigned_condition,distortion,severity,parameters,seed
534736,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000534736.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000534736.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 118.30908504490152, 'severity': 'mild', 'mse': 495.0528725117096, 'psnr': 21.184287760478114}",42
535460,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000535460.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000535460.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 396.48170220588236, 'psnr': 22.14857211621308}",42
536707,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000536707.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000536707.jpg,motion_blur_medium,motion_blur,medium,"{'distortion': 'motion_blur', 'kernel_length': 15, 'angle': 9.489044924003272, 'severity': 'medium', 'mse': 367.5182248263889, 'psnr': 22.47801480725834}",42
536743,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000536743.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000536743.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 145.08656400130306, 'severity': 'severe', 'mse': 902.9631884282178, 'psnr': 18.57410315303427}",42
537097,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000537097.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000537097.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 4979.136169620933, 'psnr': 11.159263573266713}",42
538230,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000538230.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000538230.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 101.5817130508838, 'severity': 'mild', 'mse': 445.8648166232639, 'psnr': 21.63877157523077}",42
538640,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000538640.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000538640.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 743.1352137586806, 'psnr': 19.420125198574713}",42
538701,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000538701.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000538701.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 61.260182982825796, 'severity': 'severe', 'mse': 553.6946820746527, 'psnr': 20.698100084896677}",42
538809,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000538809.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000538809.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 2864.4468836805554, 'psnr': 13.560395874637459}",42
539298,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000539298.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000539298.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 134.20802787382382, 'severity': 'mild', 'mse': 145.41115095628416, 'psnr': 26.504826488903475}",42
539665,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000539665.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000539665.jpg,low_light_medium,low_light,medium,"{'distortion': 'low_light', 'gamma': 2.2, 'brightness_scale': 1.0, 'severity': 'medium', 'mse': 2554.689531983568, 'psnr': 14.05742232420327}",42
539897,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000539897.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000539897.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 4065.8353328962703, 'psnr': 12.039305752187797}",42
540740,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000540740.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000540740.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 215.5842214524371, 'psnr': 24.79463389079093}",42
541391,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000541391.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000541391.jpg,jpeg_medium,jpeg,medium,"{'distortion': 'jpeg', 'quality': 20, 'severity': 'medium', 'mse': 145.1918799019608, 'psnr': 26.511380324679}",42
542449,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000542449.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000542449.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 120.82894919972165, 'psnr': 27.309093622494764}",42
542881,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000542881.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000542881.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 585.9538747829861, 'psnr': 20.452169303713955}",42
546097,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000546097.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000546097.jpg,clean,,,{'condition': 'clean'},42
546773,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000546773.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000546773.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 92.12269965277778, 'psnr': 28.487137044032778}",42
547962,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000547962.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000547962.jpg,jpeg_medium,jpeg,medium,"{'distortion': 'jpeg', 'quality': 20, 'severity': 'medium', 'mse': 162.07092610677083, 'psnr': 26.033752470920323}",42
548010,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000548010.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000548010.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 6514.60094385759, 'psnr': 9.991925429971355}",42
548175,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000548175.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000548175.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 575.9701559139785, 'psnr': 20.526803799753637}",42
549017,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000549017.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000549017.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 6025.548373480903, 'psnr': 10.330837835231767}",42
549256,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000549256.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000549256.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 89.95746006217517, 'severity': 'severe', 'mse': 1015.9288284444444, 'psnr': 18.06217076637048}",42
550944,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000550944.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000550944.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 11.511818568370098, 'severity': 'severe', 'mse': 1291.295783556721, 'psnr': 17.020546279328364}",42
551733,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000551733.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000551733.jpg,low_light_severe,low_light,severe,"{'distortion': 'low_light', 'gamma': 3.0, 'brightness_scale': 1.0, 'severity': 'severe', 'mse': 4285.617943775101, 'psnr': 11.810669091191713}",42
552159,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000552159.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000552159.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 140.46730413961555, 'severity': 'severe', 'mse': 710.0116493866823, 'psnr': 19.618148864828505}",42
553700,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000553700.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000553700.jpg,motion_blur_severe,motion_blur,severe,"{'distortion': 'motion_blur', 'kernel_length': 25, 'angle': 10.381764658307235, 'severity': 'severe', 'mse': 1249.1769859813085, 'psnr': 17.164563863931573}",42
553774,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000553774.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000553774.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 61.48658993545605, 'severity': 'mild', 'mse': 719.9967607607607, 'psnr': 19.557498183073246}",42
554886,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000554886.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000554886.jpg,motion_blur_medium,motion_blur,medium,"{'distortion': 'motion_blur', 'kernel_length': 15, 'angle': 42.79159987218714, 'severity': 'medium', 'mse': 316.8604291666667, 'psnr': 23.12212354771986}",42
556089,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000556089.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000556089.jpg,motion_blur_mild,motion_blur,mild,"{'distortion': 'motion_blur', 'kernel_length': 5, 'angle': 176.92949479119653, 'severity': 'mild', 'mse': 290.67579969618055, 'psnr': 23.496714849141533}",42
556246,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000556246.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000556246.jpg,jpeg_severe,jpeg,severe,"{'distortion': 'jpeg', 'quality': 5, 'severity': 'severe', 'mse': 394.3251972386588, 'psnr': 22.172258316463896}",42
556342,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000556342.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000556342.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 66.0121087398374, 'psnr': 29.934567544691916}",42
557045,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000557045.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000557045.jpg,jpeg_mild,jpeg,mild,"{'distortion': 'jpeg', 'quality': 50, 'severity': 'mild', 'mse': 190.24021297926447, 'psnr': 25.33778037388145}",42
557717,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train/000000557717.jpg,C:/Users/micha/Documents/studies/Masters/digital image processing/Robust Human Detection/data/yolo_pose/images/train_mixed/000000557717.jpg,low_light_mild,low_light,mild,"{'distortion': 'low_light', 'gamma': 1.5, 'brightness_scale': 1.0, 'severity': 'mild', 'mse': 1054.6775032552084, 'psnr': 17.899606784549537}",42
